ProductId,Name,Price,Catagory
235,Pail For Lid 1537,77,fruit
236,"Salmon - Atlantic, Fresh, Whole",16,canned
237,Sobe - Tropical Energy,62,bread
238,Eggplant Oriental,97,fruit
239,"Placemat - Scallop, White",44,canned
240,Beef - Sushi Flat Iron Steak,75,alcohol
241,Potatoes - Parissienne,13,bread
242,"Mushroom - Shitake, Fresh",15,bread
243,Cheese - Roquefort Pappillon,60,alcohol
244,"Wine - Red, Harrow Estates, Cab",78,fruit
245,Soap - Mr.clean Floor Soap,49,bread
246,Tea - Decaf 1 Cup,47,Vegetable
247,Cheese - Brick With Pepper,87,canned
248,Tomatoes,77,bread
249,"Pail - 4l White, With Handle",14,alcohol
250,Wine - Hardys Bankside Shiraz,98,bread
251,Eggs - Extra Large,30,fruit
252,Sprouts - Bean,32,bread
253,Pastry - Banana Muffin - Mini,68,Vegetable
254,"Soda Water - Club Soda, 355 Ml",76,alcohol
255,Nougat - Paste / Cream,20,bread
256,Wine - Taylors Reserve,76,Vegetable
257,The Pop Shoppe - Root Beer,76,canned
258,Coriander - Ground,18,fruit
259,Sage - Rubbed,59,canned
260,Tomatoes - Roma,72,Vegetable
261,"Lemonade - Island Tea, 591 Ml",51,bread
262,Wasabi Powder,96,alcohol
263,"Turnip - White, Organic",94,alcohol
264,Wasabi Paste,94,bread
265,Ham - Virginia,84,bread
266,"Hickory Smoke, Liquid",84,alcohol
267,"7up Diet, 355 Ml",79,canned
268,Curry Powder Madras,48,Vegetable
269,"Shrimp - 21/25, Peel And Deviened",11,canned
270,Salmon Steak - Cohoe 6 Oz,97,bread
271,Ecolab - Medallion,93,alcohol
272,"Sauce - Soya, Dark",68,Vegetable
273,Bread - Focaccia Quarter,28,alcohol
274,Sauce - Cranberry,26,Vegetable
275,Huck White Towels,35,alcohol
276,"Mushroom - Shitake, Dry",41,alcohol
277,Ice Cream Bar - Hageen Daz To,50,canned
278,Okra,66,alcohol
279,Red Currants,79,fruit
280,Red Currant Jelly,16,fruit
281,Steampan - Lid For Half Size,59,canned
282,Mints - Striped Red,49,bread
283,Horseradish - Prepared,86,Vegetable
284,"Nut - Hazelnut, Whole",57,alcohol
285,Sauce - Balsamic Viniagrette,36,bread
286,Macaroons - Homestyle Two Bit,100,alcohol
287,Soap - Hand Soap,78,bread
288,Wine - Crozes Hermitage E.,90,bread
289,"Pork - Sausage, Medium",41,Vegetable
290,"Pasta - Linguini, Dry",11,bread
291,Melon - Honey Dew,77,bread
292,Wheat - Soft Kernal Of Wheat,26,bread
293,Pastry - Trippleberry Muffin - Mini,52,canned
294,Chinese Foods - Chicken Wing,95,canned
295,Ecolab - Power Fusion,53,alcohol
296,Flour - Rye,27,canned
297,Chinese Foods - Chicken Wing,94,fruit
298,Caviar - Salmon,23,bread
299,Creme De Cacao Mcguines,26,canned
300,Coffee Caramel Biscotti,55,bread
301,Beef - Rib Eye Aaa,87,canned
302,Cookie Choc,48,canned
303,Bread - Italian Sesame Poly,97,fruit
304,Appetizer - Smoked Salmon / Dill,29,bread
305,Silicone Paper 16.5x24,71,alcohol
306,Coffee - Flavoured,69,Vegetable
307,"Wine - Red, Pelee Island Merlot",45,alcohol
308,Lemons,93,alcohol
309,Muffin Mix - Banana Nut,91,Vegetable
310,Soup - French Onion,46,fruit
311,Towels - Paper / Kraft,77,alcohol
312,Container - Clear 32 Oz,72,Vegetable
313,Tea - Camomele,15,canned
314,Wine - Sawmill Creek Autumn,61,bread
315,Curry Powder Madras,34,Vegetable
316,Cocoa Butter,34,bread
317,Table Cloth 81x81 White,100,bread
318,Nutmeg - Ground,50,bread
319,Mix - Cocktail Strawberry Daiquiri,77,alcohol
320,Tea - Decaf 1 Cup,69,fruit
321,Wine - Ice Wine,83,Vegetable
322,Juice - V8 Splash,100,bread
323,"Pepper - Chillies, Crushed",10,bread
324,Flower - Commercial Bronze,11,Vegetable
325,Carbonated Water - Blackcherry,26,Vegetable
326,Flower - Potmums,98,bread
327,Beer - Blue,30,fruit
328,Soup - Campbellschix Stew,56,bread
329,Herb Du Provence - Primerba,82,canned
330,Rappini - Andy Boy,43,canned
331,Gatorade - Fruit Punch,68,Vegetable
332,Danishes - Mini Raspberry,99,bread
333,Ecolab Digiclean Mild Fm,10,fruit
334,Bread - Kimel Stick Poly,60,alcohol
335,Wine - Cotes Du Rhone Parallele,80,fruit
336,Chick Peas - Canned,41,bread
337,Oil - Sunflower,11,fruit
338,Chef Hat 25cm,78,bread
339,Sobe - Green Tea,97,alcohol
340,Wine - Segura Viudas Aria Brut,48,canned
341,Foam Cup 6 Oz,80,alcohol
342,Nectarines,98,canned
343,Pork Casing,17,alcohol
344,Bread - Dark Rye,29,fruit
345,Soup - Campbells,55,Vegetable
346,"Pork - Back, Short Cut, Boneless",12,bread
347,"Cheese - Cheddar, Medium",82,Vegetable
348,Coffee - 10oz Cup 92961,52,Vegetable
349,Carbonated Water - Orange,15,fruit
350,Bread Foccacia Whole,65,alcohol
351,"Wine - White, Ej",29,bread
352,Bread - Flat Bread,58,Vegetable
353,Sauce - Marinara,50,Vegetable
354,Potatoes - Pei 10 Oz,35,bread
355,Table Cloth 91x91 Colour,36,bread
356,Wine - Stoneliegh Sauvignon,12,alcohol
357,Soup Knorr Chili With Beans,24,canned
358,Juice - Mango,60,bread
359,"Wine - Red, Colio Cabernet",44,canned
360,Puree - Passion Fruit,99,canned
361,Truffle Cups - White Paper,13,bread
362,Cookie Chocolate Chip With,50,Vegetable
363,"Bread - Dark Rye, Loaf",56,bread
364,Flour - Bread,73,canned
365,Lighter - Bbq,24,Vegetable
366,Tuna - Loin,63,bread
367,Tequila Rose Cream Liquor,35,Vegetable
368,Quail - Jumbo Boneless,37,Vegetable
369,Pomegranates,33,bread
370,Ham - Cooked Italian,91,canned
371,Relish,47,alcohol
372,"Cheese - Manchego, Spanish",72,fruit
373,"Pasta - Lasagna Noodle, Frozen",27,fruit
374,Zucchini - Yellow,90,canned
375,Nestea - Iced Tea,15,bread
376,"Fish - Base, Bouillion",96,Vegetable
377,Capicola - Hot,87,fruit
378,"Shrimp, Dried, Small / Lb",33,Vegetable
379,Salmon Atl.whole 8 - 10 Lb,14,alcohol
380,"Pepper - Julienne, Frozen",59,Vegetable
381,"Pork - Sausage, Medium",36,alcohol
382,Wasabi Paste,42,fruit
383,Mace Ground,98,alcohol
384,Garbage Bag - Clear,16,bread
385,Beef - Sushi Flat Iron Steak,14,bread
386,Veal - Sweetbread,23,alcohol
387,Broom - Corn,24,fruit
388,Cardamon Seed / Pod,33,bread
389,Sausage - Liver,11,fruit
390,Beans - Soya Bean,58,Vegetable
391,Jolt Cola,46,Vegetable
392,Wine - Chardonnay South,52,alcohol
393,Black Currants,40,Vegetable
394,Chocolate - Mi - Amere Semi,28,alcohol
395,Huck Towels White,28,bread
396,Dome Lid Clear P92008h,89,fruit
397,Salmon - Fillets,69,canned
398,Nantucket - 518ml,30,bread
399,Wine - Pinot Noir Latour,100,alcohol
400,Mackerel Whole Fresh,51,alcohol
401,Sponge Cake Mix - Chocolate,17,Vegetable
402,Garlic - Elephant,79,alcohol
403,Wasabi Paste,46,bread
404,Allspice - Jamaican,98,Vegetable
405,"Wine - White, Gewurtzraminer",53,fruit
406,Melon - Watermelon Yellow,91,Vegetable
407,"Pork - Tenderloin, Fresh",10,bread
408,Tea - Earl Grey,59,Vegetable
409,Lettuce - Boston Bib - Organic,65,canned
410,"Pork - Tenderloin, Fresh",10,fruit
411,Oysters - Smoked,22,bread
412,"Pasta - Rotini, Dry",39,bread
413,"Coke - Diet, 355 Ml",39,bread
414,"Wine - White, Cooking",79,canned
415,Trueblue - Blueberry 12x473ml,39,canned
416,Appetizer - Asian Shrimp Roll,58,bread
417,Napkin - Beverage 1 Ply,25,canned
418,Artichokes - Jerusalem,73,bread
419,Wasabi Powder,13,alcohol
420,Olives - Nicoise,63,Vegetable
421,Ice Cream Bar - Rolo Cone,61,alcohol
422,Aspic - Clear,11,canned
423,"Wine - White, Chardonnay",27,bread
424,Tea - Decaf 1 Cup,58,canned
425,"Pasta - Lasagne, Fresh",19,Vegetable
426,Milk - 1%,58,Vegetable
427,Fennel,14,canned
428,"Pasta - Penne Primavera, Single",24,Vegetable
429,Savory,20,fruit
430,Bread - Granary Small Pull,98,Vegetable
431,Tomatoes Tear Drop Yellow,97,fruit
432,"Bread - Pita, Mini",12,fruit
433,Soup - Boston Clam Chowder,55,canned
434,Yams,96,bread
435,Ecolab Crystal Fusion,28,canned
436,Lotus Root,19,Vegetable
437,Dc - Frozen Momji,33,bread
438,Beef - Ox Tongue,94,alcohol
439,Raisin - Golden,64,bread
440,"Wine - White, Pelee Island",64,Vegetable
441,"Salmon - Atlantic, No Skin",62,Vegetable
442,Vector Energy Bar,38,fruit
443,Chickhen - Chicken Phyllo,76,Vegetable
444,Cake Sheet Combo Party Pack,37,Vegetable
445,"Vinegar - Balsamic, White",22,Vegetable
446,Quinoa,48,bread
447,Napkin White - Starched,12,canned
448,Pepper - Chili Powder,58,Vegetable
449,Tart - Pecan Butter Squares,42,canned
450,Lettuce - Sea / Sea Asparagus,62,bread
451,Soup - Campbells - Chicken Noodle,84,fruit
452,"Chilli Paste, Sambal Oelek",17,alcohol
453,Longos - Penne With Pesto,32,canned
454,Cornish Hen,71,alcohol
455,Cheese - Victor Et Berthold,75,alcohol
456,Turkey Tenderloin Frozen,76,canned
457,Soupfoamcont12oz 112con,70,canned
458,"Chicken - Leg, Boneless",64,alcohol
459,Neckerchief Blck,36,canned
460,Energy - Boo - Koo,65,fruit
461,Lettuce - Curly Endive,79,bread
462,Extract - Lemon,70,alcohol
463,Soup - Campbells Broccoli,46,canned
464,Cheese - Shred Cheddar / Mozza,14,bread
465,Veal - Striploin,39,fruit
466,Cheese - Stilton,73,canned
467,Sauce - Hollandaise,37,fruit
468,Icecream - Dibs,39,fruit
469,Dasheen,89,Vegetable
470,Cream - 35%,16,bread
471,Pancetta,81,fruit
472,Bagel - Sesame Seed Presliced,73,canned
473,Veal - Nuckle,70,Vegetable
474,Sauce - Alfredo,21,bread
475,Plasticspoonblack,29,alcohol
476,Tomato - Peeled Italian Canned,25,fruit
477,"Lamb - Leg, Boneless",79,Vegetable
478,Shrimp - 31/40,54,canned
479,Sour Cream,89,fruit
480,Milk Powder,60,alcohol
481,Paper Cocktail Umberlla 80 - 180,52,canned
482,Yams,24,fruit
483,Nantuket Peach Orange,95,Vegetable
484,Flower - Commercial Spider,51,Vegetable
485,Cheese - Cheddar With Claret,31,alcohol
486,Lobster - Base,26,fruit
487,Wine - Rosso Toscano Igt,85,bread
488,Sour Puss Raspberry,70,bread
489,Wine - Conde De Valdemar,61,bread
490,Sauce - Cranberry,19,alcohol
491,"Nut - Almond, Blanched, Whole",20,Vegetable
492,Loquat,42,fruit
493,Sauce - Mint,36,Vegetable
494,Shichimi Togarashi Peppeers,50,bread
495,Pastry - Raisin Muffin - Mini,71,bread
496,Flour - So Mix Cake White,36,alcohol
497,Wine - Redchard Merritt,49,bread
498,Pastry - Key Limepoppy Seed Tea,47,alcohol
499,"Soup - Campbells, Spinach Crm",88,canned
500,Olives - Kalamata,43,canned
501,Wine - Sauvignon Blanc,42,fruit
502,"Chicken - Base, Ultimate",84,alcohol
503,Smoked Tongue,79,Vegetable
504,Flour - Pastry,20,fruit
505,Wine - Peller Estates Late,94,bread
506,"Pepper - Chipotle, Canned",21,Vegetable
507,Southern Comfort,64,alcohol
508,Beer - Muskoka Cream Ale,88,fruit
509,Bagel - 12 Grain Preslice,98,bread
510,Lemons,46,Vegetable
511,Tea - Vanilla Chai,92,Vegetable
512,Veal - Knuckle,16,Vegetable
513,"Syrup - Monin, Irish Cream",23,canned
514,"Lentils - Green, Dry",82,canned
515,Nutmeg - Ground,86,Vegetable
516,Swordfish Loin Portions,43,bread
517,Seabream Whole Farmed,50,Vegetable
518,"Trout - Rainbow, Frozen",26,alcohol
519,"Asparagus - White, Fresh",45,Vegetable
520,"Tendrils - Baby Pea, Organic",54,bread
521,Beef - Inside Round,30,bread
522,Ecolab - Balanced Fusion,91,alcohol
523,Water - Tonic,96,Vegetable
524,Energy Drink - Franks Original,23,canned
525,"Tomatoes - Diced, Canned",84,canned
526,Foam Cup 6 Oz,21,bread
527,Carbonated Water - Blackberry,64,alcohol
528,Bread - Bistro White,86,canned
529,Beans - French,26,canned
530,Bread Base - Goodhearth,62,bread
531,"Pail - 4l White, With Handle",78,Vegetable
532,Fond - Chocolate,84,alcohol
533,Arizona - Plum Green Tea,86,canned
534,Veal - Striploin,66,fruit
535,Water - Evian 355 Ml,82,canned
536,"Brocolinni - Gaylan, Chinese",48,Vegetable
537,Wine - Baron De Rothschild,22,Vegetable
538,Shrimp - 100 / 200 Cold Water,14,bread
539,"Wine - Red, Antinori Santa",22,fruit
540,"Split Peas - Green, Dry",15,bread
541,Mussels - Cultivated,82,canned
542,Garam Masala Powder,30,alcohol
543,Haggis,57,Vegetable
544,Munchies Honey Sweet Trail Mix,37,canned
545,Bowl 12 Oz - Showcase 92012,53,fruit
546,"Beef - Cooked, Corned",96,Vegetable
547,Mushroom - Lg - Cello,73,alcohol
548,"Beans - Black Bean, Dry",77,Vegetable
549,Limes,31,Vegetable
550,Eel - Smoked,44,Vegetable
551,Cheese Cloth No 100,11,Vegetable
552,"Nut - Pecan, Halves",96,canned
553,Pumpkin - Seed,52,bread
554,Soup - Cream Of Potato / Leek,12,canned
555,Aspic - Light,16,canned
556,Turnip - Mini,55,alcohol
557,Cheese - Bakers Cream Cheese,78,canned
558,Fond - Chocolate,29,alcohol
559,Wine - Magnotta - Cab Franc,52,Vegetable
560,Chicken - White Meat With Tender,31,bread
561,Salt - Sea,89,alcohol
562,Potatoes - Fingerling 4 Oz,95,canned
563,Soup - Campbells Chicken,46,alcohol
564,"Bread - Multigrain, Loaf",87,fruit
565,Wine - Shiraz Wolf Blass Premium,30,canned
566,Juice - Orange,14,alcohol
567,Wine - Alsace Riesling Reserve,92,alcohol
568,Dried Cranberries,11,alcohol
569,Lobster - Tail 6 Oz,86,canned
570,Soup - Boston Clam Chowder,48,fruit
571,Vodka - Moskovskaya,47,bread
572,Flour - All Purpose,29,alcohol
573,"Chocolate - Pistoles, Lactee, Milk",26,bread
574,Appetizer - Sausage Rolls,20,fruit
575,Raisin - Golden,98,fruit
576,Beef - Prime Rib Aaa,19,canned
577,Fork - Plastic,94,fruit
578,Compound - Orange,35,Vegetable
579,Pepper - Cubanelle,63,bread
580,Chips Potato Salt Vinegar 43g,84,alcohol
581,Piping Jelly - All Colours,90,canned
582,Cookie Dough - Double,35,Vegetable
583,Juice - Lemon,32,bread
584,Cornflakes,58,fruit
585,Wiberg Cure,48,bread
586,Amarula Cream,66,canned
587,Croissants Thaw And Serve,77,Vegetable
588,Sobe - Berry Energy,46,Vegetable
589,"Pepsi, 355 Ml",96,bread
590,"Water - Spring Water, 355 Ml",24,Vegetable
591,Pork Casing,59,fruit
592,Beans - French,77,Vegetable
593,Beer - Muskoka Cream Ale,78,Vegetable
594,Sloe Gin - Mcguinness,69,bread
595,Chinese Foods - Plain Fried Rice,17,bread
596,"Pasta - Fettuccine, Egg, Fresh",30,bread
597,Anchovy Paste - 56 G Tube,95,canned
598,Ham - Cooked Bayonne Tinned,31,bread
599,"Nut - Chestnuts, Whole",44,Vegetable
600,Kiwi,46,fruit
601,Sugar - Fine,72,canned
602,Pepper - Cayenne,50,canned
603,Flour - Semolina,65,alcohol
604,Fruit Salad Deluxe,65,Vegetable
605,"Rum - Light, Captain Morgan",79,fruit
606,Cheese - Brie Roitelet,53,fruit
607,Creamers - 10%,21,alcohol
608,Corn Meal,86,alcohol
609,Turnip - Wax,48,Vegetable
610,Raisin - Golden,74,fruit
611,Orange Roughy 4/6 Oz,55,Vegetable
612,"Lettuce - Romaine, Heart",16,Vegetable
613,Wine - Rubyport,33,fruit
614,Ice Cream Bar - Hageen Daz To,93,fruit
615,"Veal - Tenderloin, Untrimmed",40,alcohol
616,Beef - Flank Steak,12,fruit
617,Soup - Campbells Mushroom,43,Vegetable
618,Sterno - Chafing Dish Fuel,44,canned
619,Appetizer - Cheese Bites,99,canned
620,V8 - Tropical Blend,39,canned
621,Beets - Mini Golden,37,canned
622,Flour - Cake,44,canned
623,Wine - Sauvignon Blanc Oyster,18,bread
624,Spice - Greek 1 Step,76,bread
625,Petite Baguette,85,alcohol
626,"Appetizer - Mini Egg Roll, Shrimp",86,bread
627,Muffin - Zero Transfat,52,Vegetable
628,Sugar - White Packet,90,fruit
629,Mustard - Pommery,13,bread
630,Skirt - 29 Foot,26,canned
631,Appetizer - Mushroom Tart,18,fruit
632,Mushroom - Porcini Frozen,85,canned
633,Breadfruit,13,Vegetable
634,Rice - Brown,58,alcohol
635,Mushroom - Crimini,81,fruit
636,Bar Bran Honey Nut,43,alcohol
637,Soup - Campbells Pasta Fagioli,82,canned
638,Miso - Soy Bean Paste,13,alcohol
639,Fuji Apples,31,bread
640,Tomatoes - Yellow Hot House,59,bread
641,Tea - Herbal Orange Spice,89,bread
642,Honey - Lavender,99,bread
643,Dill Weed - Fresh,17,bread
644,Truffle Paste,21,canned
645,Grenadillo,14,bread
646,Corn - On The Cob,30,fruit
647,Wine - Vouvray Cuvee Domaine,56,canned
648,"Basil - Primerba, Paste",71,fruit
649,Wine - Beringer Founders Estate,65,alcohol
650,Glass Clear 7 Oz Xl,93,canned
651,Pernod,60,canned
652,Salt - Celery,92,Vegetable
653,Cod - Black Whole Fillet,84,bread
654,"Ranchero - Primerba, Paste",72,alcohol
655,Gatorade - Lemon Lime,92,alcohol
656,Dry Ice,61,Vegetable
657,Pepper - Sorrano,25,Vegetable
658,Snapple Lemon Tea,34,fruit
659,Mackerel Whole Fresh,14,canned
660,Wine - Cava Aria Estate Brut,12,bread
661,Lychee - Canned,24,bread
